"","X","idno","cntry","gndr","agea","edulvlb","eduyrs","nwspol","netusoft","netustm","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","lrscale","yrbrn"
"5562",9470,10007828,"DE",2,56,322,14,60,5,300,6,8,8,1,1,3,3,5,1960
"5563",9472,10007833,"DE",2,28,620,18,30,5,240,5,8,7,4,4,7,7,5,1988
"5564",9474,10007835,"DE",1,19,213,11,60,5,240,5,5,7,5,5,5,5,7,1998
"5565",9475,10007836,"DE",1,37,322,16,15,5,10,6,5,6,4,4,2,3,5,1979
"5566",9477,10007838,"DE",2,38,322,13,60,5,90,4,5,5,2,3,4,4,5,1978
"5567",9481,10007846,"DE",2,29,322,13,15,5,300,6,5,6,5,4,5,6,5,1987
"5568",9482,10007848,"DE",1,55,322,14,210,5,120,3,2,5,1,2,4,4,5,1961
"5569",9483,10007861,"DE",1,25,322,14,60,5,300,3,6,5,3,3,3,3,3,1991
"5570",9488,10007873,"DE",1,54,422,13,150,5,120,0,4,4,0,0,0,0,5,1962
"5571",9489,10007877,"DE",1,59,322,19,90,5,180,4,2,8,2,2,0,3,7,1957
"5572",9490,10007880,"DE",2,63,720,17,30,5,30,8,8,8,7,7,7,8,3,1953
"5573",9491,10007884,"DE",2,39,423,17,30,5,90,8,9,9,6,4,8,8,3,1977
"5574",9494,10007890,"DE",1,35,322,13,120,5,120,5,5,7,1,1,0,0,7,1981
"5575",9498,10007904,"DE",2,49,720,16,50,5,130,7,6,7,4,4,3,5,3,1967
"5576",9499,10007905,"DE",1,71,322,12,130,5,130,5,0,8,6,6,5,5,5,1945
"5577",9500,10007906,"DE",1,68,720,17,75,5,75,5,7,7,5,5,5,5,3,1948
"5578",9501,10007921,"DE",1,64,520,16,140,5,30,6,8,8,5,3,7,7,6,1952
"5579",9503,10007925,"DE",1,57,520,14,60,5,120,3,3,7,6,2,2,1,7,1959
"5580",9505,10007929,"DE",2,31,423,15,3,4,300,5,4,6,6,6,5,6,2,1985
"5581",9508,10007935,"DE",1,48,520,13,15,5,180,1,3,6,0,2,0,5,5,1968
"5582",9513,10007952,"DE",2,51,322,12,180,4,60,3,5,8,3,1,4,3,4,1965
"5583",9514,10007958,"DE",2,54,322,13,60,5,60,8,6,6,5,5,6,6,2,1962
"5584",9515,10007960,"DE",2,55,720,16,30,4,30,5,8,8,5,4,5,4,3,1961
"5585",9516,10007966,"DE",1,51,610,15,30,4,90,2,7,7,3,3,2,5,3,1965
"5586",9517,10007981,"DE",2,20,313,13,10,4,180,7,6,9,7,6,7,7,5,1996
"5587",9521,10008006,"DE",2,64,322,12,60,4,180,5,5,3,5,0,2,3,2,1952
"5588",9522,10008011,"DE",1,35,520,19,60,5,300,2,5,7,5,2,5,8,6,1981
"5589",9524,10008015,"DE",2,50,620,15,60,5,60,6,6,7,5,5,6,5,3,1966
"5590",9525,10008016,"DE",1,63,422,12,60,5,120,4,8,8,3,3,3,3,5,1953
"5591",9529,10008027,"DE",2,67,322,13,60,5,120,5,5,7,5,5,5,5,3,1950
"5592",9530,10008028,"DE",1,39,322,12,60,5,60,3,8,8,2,2,2,3,3,1977
"5593",9531,10008045,"DE",1,75,720,13,550,5,120,0,10,5,0,0,0,3,0,1941
"5594",9535,10008051,"DE",1,73,520,14,150,4,30,0,6,7,3,2,3,5,4,1943
"5595",9537,10008059,"DE",1,53,322,16,30,5,60,4,6,7,4,4,2,4,6,1963
"5596",9539,10008063,"DE",2,62,520,13,90,4,60,0,8,9,1,1,0,0,3,1954
"5597",9540,10008068,"DE",1,53,322,12,150,5,60,8,8,9,5,6,7,8,0,1963
"5598",9543,10008077,"DE",2,23,322,13,30,5,20,5,5,6,5,5,5,5,5,1993
"5599",9546,10008084,"DE",1,61,322,12,60,4,60,7,3,9,7,7,4,6,4,1955
"5600",9550,10008109,"DE",2,56,322,12,15,5,120,7,7,8,4,4,4,4,3,1960
"5601",9551,10008111,"DE",1,53,322,12,90,5,120,6,9,8,6,8,5,2,8,1963
"5602",9554,10008122,"DE",2,30,520,16,20,5,240,3,4,7,3,4,4,5,5,1986
"5603",9555,10008123,"DE",1,62,322,14,150,5,180,5,3,6,3,3,2,5,3,1955
"5604",9557,10008127,"DE",1,48,322,12,90,5,30,3,5,7,3,3,2,5,6,1968
"5605",9558,10008132,"DE",2,36,610,19,30,5,120,6,7,7,5,5,7,7,6,1980
"5606",9560,10008135,"DE",1,74,520,11,420,5,90,10,8,8,8,6,7,7,5,1942
"5607",9561,10008136,"DE",1,35,610,16,120,5,300,7,4,7,4,4,4,4,4,1981
"5608",9563,10008138,"DE",1,28,322,13,0,5,120,6,8,10,2,1,3,4,1,1988
"5609",9564,10008141,"DE",1,58,322,12,150,5,90,0,3,5,1,3,0,5,5,1958
"5610",9568,10008146,"DE",1,60,720,17,15,4,30,5,7,7,5,4,8,5,2,1956
"5611",9571,10008165,"DE",1,36,423,16,60,5,120,8,7,10,7,7,7,7,6,1980
"5612",9575,10008177,"DE",1,37,610,16,30,5,480,5,7,7,4,4,4,6,4,1979
"5613",9576,10008184,"DE",1,40,610,17,20,5,720,4,8,8,4,2,6,7,5,1976
"5614",9577,10008186,"DE",1,19,213,12,120,5,180,4,8,6,3,0,4,5,7,1997
"5615",9579,10008196,"DE",1,58,520,16,60,4,60,4,6,7,4,4,6,7,3,1958
"5616",9581,10008201,"DE",1,62,720,17,60,5,180,9,9,8,6,4,2,1,6,1954
"5617",9583,10008210,"DE",2,38,322,15,5,5,240,1,4,4,2,3,4,0,3,1978
"5618",9584,10008227,"DE",2,53,610,15,120,5,120,8,6,8,7,5,5,7,5,1963
"5619",9585,10008228,"DE",2,30,620,16,60,5,45,6,8,6,5,5,5,5,5,1986
"5620",9586,10008230,"DE",2,48,520,16,30,5,60,6,6,8,7,6,6,6,2,1968
"5621",9587,10008232,"DE",1,38,620,18,60,4,90,8,9,7,7,7,7,8,5,1978
"5622",9588,10008233,"DE",1,20,321,12,60,5,180,3,10,9,3,8,10,7,2,1996
"5623",9590,10008235,"DE",2,55,322,15,120,4,60,2,7,7,3,3,2,2,5,1961
"5624",9591,10008238,"DE",1,19,213,12,45,5,180,5,7,7,5,5,5,5,5,1997
"5625",9592,10008239,"DE",1,57,610,17,60,5,90,8,8,8,6,6,5,5,5,1959
"5626",9593,10008243,"DE",1,33,720,17,5,5,120,7,7,8,5,5,2,2,5,1984
"5627",9594,10008245,"DE",1,43,520,18,60,5,60,5,3,5,3,3,3,3,7,1973
"5628",9599,10008259,"DE",2,39,322,12,0,5,300,4,6,6,3,0,4,4,5,1977
"5629",9602,10008269,"DE",2,50,520,17,5,5,90,0,9,9,0,0,7,5,5,1966
"5630",9603,10008283,"DE",1,24,510,17,20,5,240,8,9,8,8,8,8,8,3,1992
"5631",9604,10008284,"DE",1,43,321,15,45,5,60,0,1,2,0,0,0,2,5,1973
"5632",9605,10008286,"DE",2,46,322,12,180,5,180,5,5,7,7,4,1,4,5,1970
"5633",9607,10008292,"DE",2,37,322,15,30,5,120,4,4,5,5,6,6,5,5,1979
"5634",9608,10008293,"DE",2,28,322,14,15,5,30,5,5,8,5,3,5,3,5,1988
"5635",9609,10008298,"DE",1,21,313,14,60,5,90,7,8,7,6,6,7,8,3,1995
"5636",9610,10008300,"DE",1,36,322,13,90,5,120,7,9,9,5,4,4,4,4,1980
"5637",9611,10008302,"DE",1,29,322,13,20,5,360,5,6,5,2,0,0,5,4,1987
"5638",9612,10008306,"DE",1,59,610,15,60,5,180,1,3,7,0,0,2,2,3,1957
"5639",9613,10008310,"DE",2,59,322,13,60,4,330,5,4,4,1,1,4,3,5,1957
"5640",9614,10008311,"DE",1,63,322,12,30,5,150,4,7,8,2,2,2,6,4,1953
"5641",9618,10008327,"DE",1,48,720,17,30,5,90,5,7,4,1,2,2,4,3,1968
"5642",9619,10008341,"DE",2,60,321,12,120,5,180,1,3,7,1,0,0,0,5,1956
"5643",9620,10008344,"DE",2,28,213,11,30,5,540,6,6,6,6,5,5,6,1,1988
"5644",9622,10008353,"DE",2,50,800,18,60,5,180,9,9,8,7,7,7,7,7,1966
"5645",9623,10008366,"DE",2,71,720,16,240,5,240,4,7,3,6,3,7,9,3,1945
"5646",9624,10008367,"DE",2,63,720,16,30,5,120,5,6,8,4,5,6,7,5,1953
"5647",9627,10008378,"DE",2,42,720,20,60,5,120,7,6,7,5,5,5,6,6,1974
"5648",9628,10008379,"DE",1,30,322,13,60,5,150,5,2,0,4,4,2,2,7,1986
"5649",9630,10008382,"DE",2,29,322,13,15,5,120,6,8,9,6,6,7,6,1,1987
"5650",9631,10008383,"DE",1,68,322,12,60,5,120,0,0,8,2,2,0,5,10,1948
"5651",9632,10008401,"DE",1,28,322,13,330,5,659,0,5,7,0,0,3,3,5,1988
"5652",9637,10008428,"DE",1,53,422,14,20,5,120,4,5,6,4,4,2,2,0,1963
"5653",9638,10008434,"DE",1,32,422,14,30,5,60,6,7,7,6,6,5,5,5,1985
"5654",9643,10008468,"DE",1,67,720,16,60,5,180,6,5,6,5,5,4,4,6,1950
"5655",9646,10008484,"DE",1,42,520,13,30,5,30,6,8,8,4,2,6,6,6,1974
"5656",9649,10008494,"DE",1,51,322,13,60,5,60,5,5,7,3,6,3,5,5,1965
"5657",9652,10008505,"DE",2,46,422,18,90,5,240,8,9,7,7,5,7,7,4,1970
"5658",9658,10008545,"DE",2,39,422,16,30,5,30,2,4,4,2,2,3,0,5,1978
"5659",9659,10008548,"DE",2,49,610,17,45,5,480,2,3,5,2,2,3,3,5,1967
"5660",9660,10008549,"DE",2,32,321,13,5,5,600,0,2,5,5,2,1,1,5,1984
"5661",9661,10008555,"DE",1,44,322,13,60,5,60,5,3,4,3,3,4,5,5,1973
"5662",9665,10008563,"DE",2,34,520,18,10,5,90,5,8,7,4,4,4,4,5,1982
"5663",9666,10008567,"DE",1,48,610,17,60,5,150,9,9,10,3,2,5,2,4,1968
"5664",9668,10008587,"DE",1,48,720,17,60,5,120,7,8,9,6,5,6,7,5,1968
"5665",9669,10008597,"DE",1,23,313,15,30,4,180,6,8,7,4,2,3,5,3,1993
"5666",9670,10008598,"DE",2,39,321,16,60,5,240,6,6,2,4,4,6,6,3,1977
"5667",9671,10008602,"DE",2,41,720,18,210,5,300,9,9,7,7,6,8,9,3,1976
"5668",9673,10008609,"DE",1,43,322,14,30,5,90,4,6,6,2,3,5,2,3,1973
"5669",9674,10008613,"DE",1,27,710,19,30,5,600,6,8,8,5,5,6,6,7,1989
"5670",9675,10008615,"DE",1,68,322,12,30,5,60,10,10,10,5,6,5,3,3,1949
"5671",9676,10008617,"DE",1,30,322,17,60,5,480,2,4,4,1,2,2,2,6,1987
"5672",9678,10008620,"DE",1,22,322,14,60,5,180,8,8,8,7,6,7,7,3,1994
"5673",9679,10008623,"DE",2,35,720,26,30,5,240,7,6,6,6,6,5,4,3,1981
"5674",9680,10008625,"DE",2,46,520,16,45,5,480,8,2,10,4,4,8,8,4,1971
"5675",9681,10008628,"DE",2,27,720,19,30,5,300,6,7,7,7,7,7,8,4,1990
"5676",9682,10008642,"DE",2,33,720,18,10,5,300,5,10,10,0,0,5,5,3,1983
"5677",9683,10008645,"DE",2,61,720,15,60,4,60,7,6,8,6,5,5,7,3,1955
"5678",9685,10008655,"DE",1,58,610,17,120,5,150,5,3,5,3,3,3,4,2,1958
"5679",9686,10008656,"DE",1,26,620,16,90,5,120,7,7,5,5,8,6,7,2,1990
"5680",9687,10008664,"DE",1,58,720,18,150,5,240,8,10,10,6,6,6,4,7,1958
"5681",9688,10008666,"DE",1,53,610,18,30,4,210,8,8,8,8,7,7,7,0,1963
"5682",9689,10008668,"DE",2,26,620,19,45,5,600,5,8,9,2,2,4,6,3,1990
"5683",9691,10008676,"DE",2,48,720,23,30,5,360,3,3,5,4,2,1,4,3,1968
"5684",9692,10008677,"DE",2,24,213,17,20,5,360,5,5,6,4,5,6,6,3,1993
"5685",9694,10008712,"DE",2,19,423,13,60,5,600,6,7,7,6,5,5,5,3,1997
"5686",9695,10008713,"DE",2,51,610,18,30,4,60,5,10,10,3,5,5,7,2,1965
"5687",9696,10008714,"DE",2,50,620,16,30,5,480,4,8,10,1,2,2,3,5,1966
"5688",9699,10008718,"DE",1,19,213,13,240,5,360,4,4,5,2,3,0,5,5,1997
"5689",9703,10008736,"DE",1,68,520,12,70,4,210,2,3,6,1,0,2,4,6,1948
"5690",9704,10008742,"DE",1,42,520,16,20,5,60,0,2,10,0,0,0,5,10,1974
"5691",9705,10008762,"DE",2,46,322,15,30,5,180,0,1,3,0,0,0,0,5,1970
"5692",9708,10008770,"DE",1,52,322,12,30,5,60,2,5,10,0,2,0,2,5,1965
"5693",9712,10008780,"DE",2,39,423,19,60,4,240,0,2,5,0,2,0,0,5,1977
"5694",9714,10008782,"DE",2,62,610,15,60,5,60,5,5,6,4,2,2,3,5,1955
"5695",9715,10008783,"DE",2,37,520,16,30,5,120,0,3,5,0,0,0,0,4,1979
"5696",9716,10008784,"DE",2,57,620,14,30,5,240,3,5,8,2,1,3,3,5,1960
"5697",9717,10008786,"DE",2,36,720,16,30,5,30,2,4,7,1,1,1,0,3,1980
"5698",9727,10008807,"DE",1,67,520,16,120,5,30,8,8,6,4,6,5,4,5,1949
"5699",9728,10008822,"DE",1,37,610,16,20,5,10,1,3,3,2,2,2,2,5,1979
"5700",9729,10008828,"DE",1,47,720,21,60,5,120,5,5,8,5,5,5,7,6,1969
"5701",9730,10008829,"DE",1,65,610,17,90,5,60,7,7,6,4,4,1,4,4,1951
"5702",9733,10008840,"DE",1,27,322,14,60,5,180,2,5,5,2,2,4,4,2,1989
"5703",9735,10008852,"DE",2,62,321,13,120,4,120,6,3,10,3,2,3,6,4,1954
"5704",9736,10008855,"DE",1,66,610,17,45,5,240,4,4,4,4,4,5,5,2,1950
"5705",9737,10008861,"DE",2,69,610,17,60,5,25,4,5,6,2,2,2,2,2,1947
"5706",9738,10008862,"DE",2,45,322,13,60,5,240,4,5,7,3,2,5,6,5,1971
"5707",9742,10008882,"DE",1,37,423,15,30,4,30,8,8,7,8,7,8,7,4,1979
"5708",9744,10008894,"DE",1,48,720,18,120,5,120,7,7,5,5,5,4,2,1,1968
"5709",9745,10008901,"DE",1,21,510,14,45,5,480,7,8,8,3,3,5,4,6,1995
"5710",9747,10008904,"DE",1,23,322,15,30,5,180,7,9,9,3,3,5,7,7,1994
"5711",9749,10008907,"DE",2,61,800,16,60,5,240,9,8,8,8,7,7,6,5,1955
"5712",9750,10008911,"DE",1,60,520,12,30,5,60,9,6,4,3,4,9,8,5,1956
"5713",9753,10008918,"DE",1,22,313,15,15,5,450,6,7,4,2,3,5,5,3,1995
"5714",9754,10008919,"DE",2,35,520,16,30,5,300,9,9,9,7,6,8,7,4,1981
"5715",9755,10008920,"DE",1,52,322,15,90,5,300,8,8,7,6,6,7,6,3,1964
"5716",9756,10008921,"DE",1,68,520,14,60,5,45,6,3,7,5,2,4,5,5,1949
"5717",9759,10008948,"DE",1,46,322,13,120,5,120,3,4,8,1,1,5,5,6,1971
"5718",9760,10008955,"DE",1,50,322,12,60,5,240,1,6,8,0,0,0,7,2,1966
"5719",9763,10008965,"DE",2,23,620,15,10,5,180,7,8,8,3,3,6,6,6,1993
"5720",9765,10008972,"DE",1,51,322,10,60,5,60,0,1,1,0,0,0,0,1,1965
"5721",9767,10008985,"DE",1,36,322,13,30,5,660,7,8,8,6,7,8,9,5,1980
"5722",9770,10009006,"DE",2,68,610,16,30,5,60,5,5,7,3,3,2,2,5,1948
"5723",9771,10009007,"DE",2,36,710,19,60,5,120,6,7,8,4,4,4,4,2,1980
"5724",9772,10009021,"DE",1,33,710,13,30,5,30,2,7,7,2,2,4,5,5,1983
"5725",9773,10009028,"DE",1,72,720,22,60,5,60,10,6,10,7,7,8,0,8,1944
"5726",9778,10009065,"DE",2,35,321,11,45,5,540,1,4,5,3,2,4,3,5,1981
"5727",9779,10009069,"DE",2,57,720,14,150,4,120,7,8,8,6,6,6,7,4,1959
"5728",9780,10009071,"DE",2,48,213,13,90,5,120,2,4,4,2,2,2,1,5,1968
"5729",9781,10009078,"DE",1,41,322,11,60,5,70,9,8,10,7,7,10,5,5,1975
"5730",9783,10009080,"DE",2,22,520,14,30,5,120,7,8,9,4,4,6,5,5,1994
"5731",9784,10009085,"DE",1,54,322,13,90,5,120,2,5,5,0,0,2,0,5,1962
"5732",9787,10009094,"DE",1,73,720,17,180,4,60,0,2,4,0,0,0,3,5,1943
"5733",9790,10009125,"DE",2,44,422,21,45,4,45,5,3,7,5,5,4,4,5,1972
"5734",9791,10009126,"DE",1,46,322,16,10,5,30,2,1,5,0,1,0,0,5,1970
"5735",9796,10009149,"DE",1,63,520,14,60,5,60,7,10,10,6,7,8,5,8,1953
"5736",9797,10009150,"DE",1,34,510,15,15,5,180,5,8,8,3,3,5,4,4,1982
"5737",9798,10009154,"DE",1,53,720,16,60,5,180,3,5,5,1,3,3,3,5,1963
"5738",9799,10009155,"DE",1,34,322,13,90,5,120,3,4,6,3,3,3,4,5,1982
"5739",9800,10009157,"DE",2,20,321,13,30,4,120,3,0,3,0,3,3,5,5,1996
"5740",9801,10009159,"DE",2,24,321,15,120,5,240,0,5,5,0,1,0,1,5,1992
"5741",9802,10009161,"DE",2,43,322,14,0,5,600,5,2,6,5,2,7,5,5,1973
"5742",9805,10009187,"DE",2,64,720,16,60,5,360,6,7,5,4,4,3,6,2,1952
"5743",9808,10009201,"DE",1,68,720,17,60,4,60,3,5,7,1,1,1,4,0,1948
"5744",9812,10009222,"DE",2,35,212,13,60,5,300,3,7,8,2,2,2,2,5,1981
"5745",9814,10009229,"DE",1,51,423,12,45,5,120,3,3,7,3,3,1,7,6,1965
"5746",9815,10009241,"DE",1,35,620,19,150,5,150,3,1,1,1,1,3,6,5,1982
"5747",9816,10009246,"DE",1,29,423,19,90,5,105,6,8,8,3,4,5,6,3,1987
"5748",9817,10009253,"DE",2,45,610,18,60,5,600,6,8,8,4,4,4,7,4,1971
"5749",9818,10009254,"DE",1,65,520,15,60,4,240,4,4,5,3,3,5,5,5,1951
"5750",9819,10009256,"DE",1,22,322,15,15,4,120,2,4,5,2,1,6,3,5,1994
"5751",9820,10009260,"DE",2,50,720,21,15,4,60,5,7,7,4,4,5,6,0,1966
"5752",9822,10009265,"DE",2,31,322,13,30,4,60,3,6,7,4,4,5,5,5,1986
"5753",9823,10009266,"DE",2,65,321,13,60,4,60,7,9,9,7,5,7,6,5,1951
"5754",9825,10009269,"DE",2,25,720,17,60,5,180,4,5,7,3,4,6,6,4,1991
"5755",9831,10009285,"DE",1,65,610,15,30,5,30,5,3,4,4,5,3,3,5,1951
"5756",9832,10009288,"DE",2,67,322,12,120,5,90,2,4,5,1,1,2,1,2,1949
"5757",9833,10009302,"DE",2,50,720,20,30,5,150,3,7,9,3,2,2,6,3,1966
"5758",9834,10009305,"DE",2,62,610,16,90,5,300,6,6,5,7,7,6,6,4,1954
"5759",9835,10009309,"DE",1,38,520,16,150,5,120,6,4,8,5,5,3,4,6,1979
"5760",9839,10009322,"DE",1,72,720,18,90,5,60,6,7,8,5,5,8,6,3,1944
"5761",9840,10009325,"DE",2,47,610,16,10,5,60,5,7,6,5,5,6,6,3,1969
"5762",9841,10009331,"DE",1,57,322,9,360,5,180,5,0,0,0,6,2,0,2,1959
"5763",9842,10009345,"DE",1,31,520,15,60,5,90,5,8,8,5,3,2,0,3,1986
"5764",9844,10009350,"DE",1,36,322,16,120,5,720,6,7,9,5,5,5,7,3,1980
"5765",9845,10009363,"DE",1,72,720,18,240,5,360,3,5,7,2,5,5,4,3,1944
"5766",9846,10009367,"DE",1,56,322,12,30,4,30,2,0,0,2,2,1,5,8,1961
"5767",9847,10009377,"DE",1,24,322,18,120,5,240,8,6,2,1,5,6,9,7,1993
"5768",9850,10009390,"DE",1,49,322,12,60,5,240,5,6,4,3,3,1,8,4,1967
"5769",9851,10009392,"DE",1,29,322,14,60,5,180,6,8,10,5,5,6,6,0,1987
"5770",9852,10009394,"DE",1,52,520,15,30,5,180,5,7,8,4,5,6,6,5,1964
"5771",9853,10009396,"DE",1,53,322,13,45,5,120,8,4,2,1,0,2,4,3,1963
"5772",9854,10009400,"DE",1,19,322,13,240,5,480,4,7,8,6,5,6,7,6,1998
"5773",9855,10009401,"DE",2,44,322,13,30,5,120,5,5,7,5,5,2,2,5,1972
"5774",9857,10009407,"DE",2,55,520,15,30,5,60,4,9,9,3,4,3,2,5,1961
"5775",9858,10009409,"DE",1,31,322,14,40,5,300,8,8,9,6,6,8,8,6,1985
"5776",9861,10009425,"DE",1,40,720,23,180,5,300,7,10,10,7,6,6,7,4,1976
"5777",9864,10009431,"DE",2,52,322,13,30,5,120,2,10,10,0,0,8,0,5,1964
"5778",9868,10009441,"DE",1,36,620,20,60,5,240,10,8,7,8,9,9,8,10,1981
"5779",9869,10009442,"DE",1,19,313,12,30,5,420,7,9,9,6,5,3,2,5,1997
"5780",9870,10009443,"DE",1,59,720,17,30,5,60,7,8,10,6,6,3,8,3,1957
"5781",9871,10009449,"DE",1,56,720,19,60,5,300,7,5,9,5,7,4,5,8,1960
"5782",9872,10009451,"DE",1,20,313,12,30,5,480,4,7,7,3,5,3,3,3,1996
"5783",9873,10009454,"DE",2,23,510,15,15,5,210,7,9,9,6,7,8,9,3,1993
"5784",9874,10009458,"DE",2,36,322,12,15,5,45,7,8,8,7,7,8,7,0,1980
"5785",9875,10009459,"DE",1,33,620,17,120,5,240,8,6,4,6,5,8,9,3,1984
"5786",9876,10009461,"DE",2,27,620,19,30,5,210,2,3,4,3,5,7,7,0,1989
"5787",9877,10009465,"DE",1,24,620,16,60,5,180,7,8,6,6,7,7,5,3,1992
"5788",9878,10009466,"DE",1,64,720,16,60,5,30,7,8,8,6,4,5,7,4,1952
"5789",9882,10009498,"DE",2,59,520,14,15,5,90,5,4,8,5,4,2,2,7,1957
"5790",9884,10009500,"DE",2,53,322,12,45,5,60,4,7,7,5,2,7,8,2,1963
"5791",9886,10009505,"DE",1,46,423,17,30,5,30,5,3,2,0,1,0,3,5,1970
"5792",9890,10009554,"DE",2,56,322,12,120,5,120,7,10,9,7,9,8,10,3,1960
"5793",9892,10009565,"DE",2,30,322,15,120,5,540,7,8,8,5,5,5,7,5,1986
"5794",9895,10009582,"DE",1,26,322,12,30,5,240,3,7,6,2,3,4,4,2,1990
"5795",9896,10009584,"DE",1,60,520,14,30,5,30,1,1,4,0,0,0,2,5,1956
"5796",9897,10009590,"DE",2,71,322,12,120,5,180,0,0,3,0,2,0,2,8,1945
"5797",9902,10009621,"DE",2,50,313,13,0,5,180,2,3,8,5,3,4,4,5,1966
"5798",9903,10009627,"DE",2,59,610,14,60,5,90,2,2,4,3,2,3,5,3,1957
"5799",9904,10009636,"DE",1,35,710,18,60,5,240,6,3,5,3,3,4,4,7,1981
"5800",9907,10009674,"DE",1,69,720,22,60,4,60,5,6,8,5,5,3,3,3,1947
"5801",9909,10009676,"DE",1,39,322,16,60,5,150,1,8,9,1,0,0,4,5,1977
"5802",9912,10009698,"DE",1,60,322,12,30,5,15,4,5,5,4,4,4,3,4,1956
"5803",9916,10009725,"DE",1,49,520,10,300,5,300,7,6,8,5,6,5,6,6,1967
"5804",9917,10009726,"DE",2,54,800,20,153,5,600,10,10,7,8,8,8,7,0,1962
"5805",9919,10009733,"DE",2,52,322,10,60,5,480,4,8,10,4,3,4,2,5,1964
"5806",9922,10009741,"DE",2,51,322,13,30,5,60,5,6,6,5,5,5,7,5,1965
"5807",9925,10009747,"DE",1,60,720,24,150,5,240,5,6,4,4,3,4,6,1,1956
"5808",9927,10009752,"DE",2,54,322,15,60,5,90,3,3,5,3,3,2,4,3,1962
"5809",9929,10009756,"DE",2,52,720,18,570,5,60,6,7,7,6,6,6,7,3,1964
"5810",9930,10009758,"DE",2,65,720,16,120,5,60,3,3,6,4,5,2,2,5,1951
"5811",9932,10009761,"DE",2,35,423,14,30,5,330,5,5,5,4,5,5,5,5,1981
"5812",9933,10009763,"DE",2,47,520,10,30,4,120,2,2,4,2,4,3,2,5,1969
"5813",9936,10009782,"DE",1,40,322,14,10,4,30,3,3,9,4,4,4,4,5,1976
"5814",9938,10009786,"DE",1,56,322,12,60,4,3,8,5,0,4,3,5,7,10,1960
"5815",9939,10009789,"DE",2,21,610,14,120,5,360,5,3,7,6,6,7,7,5,1995
"5816",9942,10009793,"DE",2,19,213,12,90,5,240,8,8,8,5,5,5,5,0,1997
"5817",9943,10009795,"DE",2,46,720,18,60,5,60,5,8,8,5,5,5,5,5,1970
"5818",9946,10009801,"DE",2,75,720,20,120,4,60,3,4,4,3,2,2,3,0,1941
"5819",9948,10009809,"DE",2,45,322,12,10,5,30,3,3,10,0,0,2,2,5,1971
"5820",9951,10009814,"DE",1,51,322,12,60,5,120,4,6,8,5,4,4,6,4,1965
"5821",9952,10009816,"DE",1,59,720,15,180,5,300,0,5,7,0,0,0,0,6,1957
"5822",9953,10009820,"DE",2,34,322,12,120,5,300,1,1,3,2,2,2,2,3,1982
"5823",9955,10009827,"DE",1,47,520,14,30,5,60,2,2,7,2,2,0,3,6,1969
"5824",9957,10009842,"DE",2,34,322,13,20,5,2,5,5,7,4,4,5,4,5,1982
"5825",9959,10009846,"DE",1,19,213,13,60,5,240,7,8,9,5,7,6,7,5,1997
"5826",9960,10009850,"DE",1,28,520,17,60,5,180,8,9,9,8,8,8,7,5,1988
"5827",9962,10009856,"DE",1,34,322,14,5,5,120,3,3,3,3,4,4,4,3,1982
"5828",9963,10009857,"DE",1,25,322,14,120,5,120,3,8,10,3,5,5,4,8,1991
"5829",9968,10009873,"DE",2,40,610,17,30,5,60,7,6,5,5,5,7,6,2,1977
"5830",9970,10009875,"DE",1,37,520,16,30,5,360,3,3,3,3,3,3,2,6,1979
"5831",9972,10009881,"DE",1,69,610,18,75,5,120,7,5,6,5,6,3,2,5,1947
"5832",9973,10009883,"DE",1,28,322,15,180,5,300,0,0,1,0,0,0,0,10,1988
"5833",9974,10009884,"DE",1,48,322,13,60,5,90,7,7,9,5,4,4,5,4,1968
"5834",9975,10009889,"DE",2,29,213,12,180,5,720,2,4,5,1,1,6,3,3,1988
"5835",9976,11000003,"DE",1,40,720,19,10,5,120,8,8,6,7,6,5,5,3,1977
"5836",9977,11000008,"DE",2,26,313,17,45,5,600,5,7,9,4,4,5,4,2,1990
"5837",9978,11000010,"DE",1,54,212,9,30,5,30,7,10,7,4,4,6,8,3,1963
"5838",9979,11000011,"DE",1,52,322,12,60,5,150,5,1,2,1,1,1,5,5,1964
"5839",9980,11000015,"DE",1,75,322,11,90,4,150,8,5,10,2,2,4,4,5,1941
"5840",9981,11000027,"DE",2,40,720,16,20,5,90,6,9,5,5,5,5,3,3,1976
"5841",9982,11000030,"DE",1,64,720,19,45,5,150,2,5,8,0,1,2,6,5,1952
"5842",9986,11000046,"DE",1,23,423,16,45,5,480,4,6,8,2,2,3,4,7,1993
"5843",9989,11000069,"DE",2,29,720,23,30,5,120,5,8,7,4,4,4,4,2,1987
"5844",9992,11000080,"DE",1,38,710,21,1020,5,240,10,9,8,6,7,7,7,3,1978
"5845",9994,11000096,"DE",1,26,213,12,60,5,30,10,10,10,5,5,8,8,8,1990
"5846",9995,11000099,"DE",1,72,720,24,150,5,90,8,8,8,7,7,5,6,3,1944
"5847",9996,11000103,"DE",2,50,720,20,30,5,120,6,5,5,3,4,5,6,6,1967
"5848",9999,11000128,"DE",2,73,720,17,60,4,30,9,10,10,8,6,5,7,5,1943
"5849",10000,11000136,"DE",2,51,322,12,60,5,120,4,2,7,3,2,3,4,2,1966
"5850",10003,11000154,"DE",1,20,212,12,10,5,120,8,7,6,7,7,7,7,3,1997
