"","X","idno","cntry","gndr","agea","edulvlb","eduyrs","nwspol","netusoft","netustm","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","lrscale","yrbrn"
"19592",36932,4825,"PL",2,36,720,17,60,5,120,2,4,6,1,1,6,8,4,1981
"19593",36934,4841,"PL",2,30,321,12,60,5,120,0,0,5,0,0,0,1,6,1987
"19594",36935,4842,"PL",1,49,229,11,60,5,180,6,1,8,5,3,0,5,10,1968
"19595",36936,4845,"PL",2,37,229,11,30,5,60,5,0,5,3,3,5,5,8,1979
"19596",36940,4907,"PL",2,45,720,19,5,5,30,7,8,6,5,5,5,9,5,1971
"19597",36945,4920,"PL",2,35,710,17,45,5,120,3,2,3,1,2,4,6,8,1981
"19598",36949,4939,"PL",2,61,720,18,120,5,120,6,8,9,5,5,5,6,6,1955
"19599",36951,4947,"PL",1,20,313,13,120,5,180,1,7,7,1,0,5,7,10,1996
"19600",36953,4955,"PL",2,55,720,17,60,5,360,4,6,6,3,3,7,7,5,1961
"19601",36959,4996,"PL",1,62,323,13,120,5,120,5,2,8,1,3,0,3,7,1954
"19602",36960,5004,"PL",1,47,321,14,240,5,30,0,0,5,0,0,7,7,5,1969
"19603",36961,5006,"PL",1,60,720,18,40,5,120,1,3,5,0,0,1,0,9,1957
"19604",36963,5015,"PL",2,58,311,14,60,5,150,4,6,6,0,0,8,8,5,1958
"19605",36966,5022,"PL",2,42,620,18,180,5,120,9,9,8,8,8,6,6,9,1974
"19606",36973,5061,"PL",2,72,620,16,180,5,60,1,3,4,1,1,6,6,5,1944
"19607",36975,5071,"PL",1,45,720,18,30,5,30,0,5,7,2,1,8,6,9,1972
"19608",36980,5104,"PL",1,58,229,11,30,5,60,1,2,8,1,1,2,7,9,1959
"19609",36981,5105,"PL",1,31,323,15,60,5,240,5,4,6,3,2,1,1,5,1985
"19610",36982,5116,"PL",2,57,229,11,150,5,70,5,3,3,2,2,1,1,5,1959
"19611",36983,5122,"PL",2,49,229,11,210,5,270,0,0,3,0,0,0,0,5,1967
"19612",36984,5127,"PL",2,39,313,12,30,5,120,5,9,9,9,8,9,9,7,1978
"19613",36985,5136,"PL",2,40,720,18,30,5,120,1,1,6,0,0,0,2,8,1976
"19614",36986,5137,"PL",2,21,421,13,120,5,180,5,5,5,3,3,2,2,5,1995
"19615",36989,5160,"PL",1,29,229,12,0,4,90,1,6,9,1,1,3,3,5,1987
"19616",36991,5178,"PL",2,24,620,18,60,5,120,4,4,6,5,5,5,6,7,1992
"19617",36993,5185,"PL",1,63,720,17,125,5,60,2,3,6,1,1,4,4,6,1953
"19618",37003,5224,"PL",1,51,421,14,120,5,120,5,3,3,4,7,2,1,8,1965
"19619",37004,5229,"PL",2,64,323,12,900,5,60,0,8,3,0,0,9,9,5,1952
"19620",37005,5230,"PL",1,48,710,17,60,5,60,7,8,8,5,5,4,4,8,1968
"19621",37006,5232,"PL",1,51,323,14,120,5,180,3,5,6,3,3,4,5,4,1965
"19622",37008,5241,"PL",1,72,313,18,30,5,180,2,7,7,5,3,8,6,5,1944
"19623",37012,5261,"PL",2,29,421,13,60,5,25,2,5,7,3,3,7,8,10,1987
"19624",37014,5268,"PL",2,25,720,17,30,4,120,1,5,5,1,1,1,1,2,1992
"19625",37016,5290,"PL",1,23,313,15,5,5,180,0,7,8,0,0,3,6,7,1993
"19626",37018,5302,"PL",2,19,313,13,30,5,150,3,5,6,5,5,7,7,5,1997
"19627",37022,5308,"PL",1,28,620,16,30,5,150,0,7,3,0,1,7,8,3,1989
"19628",37023,5311,"PL",2,60,323,14,60,5,120,3,2,4,3,3,3,2,5,1957
"19629",37024,5316,"PL",2,72,321,13,60,4,60,3,5,5,3,5,3,5,8,1944
"19630",37025,5320,"PL",1,36,620,20,45,5,120,0,2,7,3,3,3,5,6,1980
"19631",37027,5336,"PL",1,65,321,13,60,4,90,6,2,5,1,1,2,2,8,1951
"19632",37028,5338,"PL",1,36,323,13,30,5,120,3,4,3,3,3,0,0,5,1980
"19633",37032,5364,"PL",1,48,229,11,120,5,30,7,8,8,5,6,5,8,8,1968
"19634",37034,5370,"PL",1,23,323,15,0,5,180,5,7,9,3,5,8,8,5,1994
"19635",37036,5381,"PL",1,43,421,15,10,5,30,0,4,9,3,2,3,5,3,1974
"19636",37039,5387,"PL",2,29,610,16,120,5,240,4,3,6,2,0,0,0,5,1988
"19637",37042,5399,"PL",1,24,720,17,120,5,240,3,2,6,2,2,2,4,9,1992
"19638",37043,5402,"PL",2,21,313,13,15,5,240,5,8,9,4,4,7,9,5,1996
"19639",37044,5403,"PL",2,35,610,14,30,4,240,3,5,7,2,2,6,6,5,1981
"19640",37046,5415,"PL",1,53,421,15,60,4,120,2,2,5,1,1,2,5,1,1964
"19641",37049,5433,"PL",1,34,229,11,120,5,240,1,3,7,3,1,4,5,2,1982
"19642",37053,5478,"PL",2,28,620,17,40,5,300,6,6,8,6,4,1,4,10,1988
"19643",37054,5484,"PL",2,56,421,13,60,5,240,4,3,4,3,3,2,4,5,1960
"19644",37058,5509,"PL",1,49,610,19,60,5,240,7,8,9,7,6,2,5,5,1968
"19645",37061,5515,"PL",2,38,720,17,40,5,180,4,5,10,1,1,5,5,7,1978
"19646",37064,5529,"PL",2,23,323,13,15,5,60,3,5,8,1,1,6,9,8,1994
"19647",37065,5531,"PL",1,20,323,13,15,5,300,3,3,4,2,2,5,5,5,1996
"19648",37069,5540,"PL",2,31,710,18,60,5,480,0,0,0,0,0,0,0,5,1985
"19649",37071,5555,"PL",2,31,421,12,90,5,360,0,6,8,2,2,8,8,5,1985
"19650",37072,5562,"PL",1,44,229,11,120,5,120,0,3,3,0,0,2,2,4,1972
"19651",37075,5572,"PL",2,30,720,18,30,5,30,5,8,8,4,4,5,6,8,1986
"19652",37076,5583,"PL",2,52,323,12,60,5,360,2,5,5,1,1,3,5,7,1965
"19653",37077,5592,"PL",2,29,710,16,30,5,90,4,3,7,2,4,3,5,9,1987
"19654",37078,5595,"PL",2,30,720,17,30,4,90,0,4,4,0,0,0,0,5,1987
"19655",37080,5599,"PL",1,28,421,15,120,5,360,4,7,9,5,3,8,9,3,1988
"19656",37084,5623,"PL",1,28,323,15,15,5,120,5,5,8,1,1,3,4,7,1988
"19657",37086,5642,"PL",1,26,421,15,60,5,180,2,5,5,2,2,1,1,7,1990
"19658",37088,5653,"PL",2,28,720,17,120,5,180,1,2,3,0,0,5,4,2,1988
"19659",37091,5663,"PL",2,32,720,23,20,5,540,3,4,3,2,1,4,5,4,1984
"19660",37092,5666,"PL",2,27,720,17,30,5,600,2,5,7,1,2,6,5,5,1989
"19661",37097,5682,"PL",1,21,321,12,10,5,210,4,4,6,5,5,7,5,10,1995
"19662",37101,5717,"PL",1,28,229,12,15,5,60,1,0,5,0,0,1,2,5,1988
"19663",37102,5721,"PL",1,38,229,11,60,5,300,4,4,4,4,4,4,4,8,1978
"19664",37106,5750,"PL",2,25,610,15,30,5,120,5,5,5,5,5,6,6,6,1991
"19665",37111,5788,"PL",1,35,313,12,120,5,300,5,8,10,5,5,5,6,10,1981
"19666",37114,5801,"PL",1,33,620,17,15,5,120,2,2,3,1,1,3,3,4,1983
"19667",37115,5806,"PL",1,34,610,15,120,4,120,2,2,2,1,1,2,3,5,1982
"19668",37118,5819,"PL",1,34,229,11,60,5,480,2,1,6,1,1,4,3,4,1982
"19669",37120,5822,"PL",1,22,311,12,10,5,15,0,4,4,1,1,4,4,5,1994
"19670",37124,5829,"PL",1,35,229,11,45,5,480,0,0,0,0,0,1,1,5,1981
"19671",37125,5832,"PL",2,41,710,17,20,4,10,0,2,5,1,1,3,8,7,1975
"19672",37126,5834,"PL",1,49,610,17,60,5,300,5,6,7,3,3,7,8,6,1967
"19673",37127,5837,"PL",2,62,313,12,180,5,60,0,2,7,0,0,8,8,0,1954
"19674",37130,5845,"PL",2,21,313,13,30,5,180,3,4,5,2,2,3,3,5,1996
"19675",37133,5856,"PL",2,40,421,14,180,5,120,0,7,8,0,2,7,5,9,1977
"19676",37136,5872,"PL",2,20,323,13,30,5,120,2,7,9,1,1,3,6,5,1996
"19677",37137,5876,"PL",2,30,610,15,30,5,240,1,5,5,0,0,0,3,5,1986
"19678",37138,5877,"PL",2,34,720,19,30,5,180,2,4,6,1,1,5,7,5,1983
"19679",37139,5885,"PL",1,24,313,13,0,5,300,8,7,8,8,7,9,10,5,1992
"19680",37142,5903,"PL",2,54,720,19,60,5,240,4,6,8,2,2,8,7,5,1962
"19681",37143,5907,"PL",2,20,313,12,30,5,120,4,4,6,0,0,5,7,5,1997
"19682",37144,5911,"PL",1,28,323,13,120,5,30,0,3,3,0,0,0,1,5,1988
"19683",37146,5921,"PL",2,22,313,15,40,4,90,3,5,6,1,5,4,5,10,1994
"19684",37157,6007,"PL",2,26,720,17,30,5,120,3,7,5,0,0,5,7,7,1991
"19685",37159,6015,"PL",2,40,720,18,60,5,360,5,5,4,3,4,5,5,3,1976
"19686",37162,6032,"PL",1,24,720,17,15,5,720,5,5,5,5,5,5,5,5,1992
"19687",37164,6054,"PL",2,58,323,13,120,4,120,2,1,4,2,2,1,4,6,1958
"19688",37167,6073,"PL",2,70,229,10,60,5,300,5,4,8,6,5,2,7,8,1946
"19689",37171,6091,"PL",1,30,720,18,10,5,120,6,9,7,5,3,0,3,9,1987
"19690",37177,6122,"PL",1,32,610,17,60,5,150,0,4,6,1,1,4,9,3,1984
"19691",37182,6152,"PL",2,42,313,13,30,5,60,5,5,3,1,1,5,5,8,1974
"19692",37188,6184,"PL",2,43,229,11,120,5,60,2,2,3,1,1,1,1,10,1974
"19693",37194,6210,"PL",1,49,229,11,60,5,120,10,5,10,5,5,5,5,10,1967
"19694",37198,6236,"PL",1,55,323,13,60,5,60,3,2,3,2,2,5,2,5,1961
"19695",37200,6257,"PL",2,35,710,17,480,5,540,1,2,2,1,0,3,3,2,1981
"19696",37201,6264,"PL",1,29,323,14,20,5,180,3,6,4,2,2,8,6,5,1987
"19697",37202,6269,"PL",1,58,313,14,5,5,600,3,6,7,1,1,6,5,5,1958
"19698",37207,6289,"PL",2,30,229,12,10,5,15,5,5,10,10,5,5,10,5,1986
"19699",37208,6296,"PL",2,54,229,11,30,4,30,5,5,5,5,1,1,1,10,1962
"19700",37209,6305,"PL",2,22,610,15,60,5,90,5,5,3,3,6,5,5,5,1994
"19701",37210,6311,"PL",1,24,323,15,120,5,180,9,6,7,6,6,2,7,10,1992
"19702",37211,6316,"PL",1,25,720,17,20,5,120,7,7,8,5,5,5,6,7,1991
"19703",37212,6317,"PL",1,21,321,12,0,5,300,5,5,10,7,5,7,9,6,1996
"19704",37213,6320,"PL",2,44,421,14,60,5,300,7,5,2,5,5,2,3,8,1973
"19705",37215,6325,"PL",2,45,720,21,60,5,360,1,0,3,0,1,0,1,5,1972
"19706",37220,6350,"PL",1,31,720,19,30,5,120,2,4,3,1,3,5,10,3,1985
"19707",37221,6353,"PL",2,53,313,12,90,4,120,3,3,5,2,2,2,4,8,1963
"19708",37222,6356,"PL",2,41,229,11,60,5,120,5,7,7,4,4,5,5,8,1976
"19709",37223,6361,"PL",2,31,313,12,30,5,120,2,2,6,2,2,2,2,5,1985
"19710",37231,6387,"PL",1,51,229,11,60,5,30,5,4,7,3,3,4,4,5,1965
"19711",37237,6417,"PL",2,47,213,8,90,5,30,2,5,5,2,1,5,5,10,1969
"19712",37239,6425,"PL",1,27,321,13,60,5,150,5,7,8,4,4,5,7,5,1989
"19713",37242,6434,"PL",2,61,213,8,180,4,30,1,5,0,0,0,5,5,6,1955
"19714",37243,6437,"PL",2,33,720,17,30,5,120,8,5,7,7,5,4,7,8,1983
"19715",37244,6438,"PL",2,34,720,17,40,4,60,4,8,9,4,4,4,3,5,1982
"19716",37248,6465,"PL",2,34,710,17,30,5,60,2,7,7,1,1,4,7,7,1982
"19717",37249,6475,"PL",2,58,720,17,60,5,120,5,5,5,0,0,3,3,5,1958
"19718",37252,6483,"PL",1,37,229,12,30,5,60,4,4,6,2,2,2,4,7,1979
"19719",37253,6485,"PL",1,56,229,11,30,5,60,3,4,5,2,3,5,6,7,1960
"19720",37257,6510,"PL",1,25,620,16,30,5,300,2,7,7,1,2,5,5,5,1991
"19721",37261,6530,"PL",2,34,720,16,20,5,60,6,5,6,5,5,7,8,6,1982
"19722",37266,6563,"PL",1,45,229,11,60,5,120,3,3,6,1,1,1,1,5,1971
"19723",37267,6564,"PL",1,20,323,13,15,5,180,0,0,0,0,0,2,2,5,1996
"19724",37269,6588,"PL",1,43,720,18,0,5,60,2,2,5,2,2,5,5,5,1973
"19725",37270,6594,"PL",2,43,720,18,60,5,240,5,4,7,3,3,6,7,4,1973
"19726",37271,6596,"PL",2,24,323,14,60,5,150,5,6,8,5,5,8,8,5,1992
"19727",37272,6597,"PL",2,26,421,16,60,5,120,4,4,4,3,3,4,5,4,1990
"19728",37276,6612,"PL",2,26,313,13,60,5,180,4,6,8,4,3,5,7,5,1990
"19729",37281,6623,"PL",1,19,213,12,15,5,300,4,4,6,3,3,3,6,8,1997
"19730",37285,6655,"PL",2,70,313,11,20,5,60,5,9,9,5,5,5,5,3,1946
"19731",37292,6681,"PL",2,36,321,13,120,5,170,0,0,0,0,0,0,3,6,1980
"19732",37300,6714,"PL",2,65,720,15,30,5,60,3,2,6,1,0,0,4,5,1951
"19733",37302,6717,"PL",1,31,323,13,60,5,180,5,5,5,3,4,5,5,6,1985
"19734",37304,6729,"PL",1,61,323,14,45,4,120,5,5,7,3,3,4,6,5,1955
"19735",37306,6733,"PL",2,33,313,12,10,5,120,4,3,2,3,3,5,6,9,1984
"19736",37307,6737,"PL",1,23,321,14,60,5,120,7,7,9,4,4,6,3,9,1993
"19737",37310,6750,"PL",1,38,720,17,30,5,360,2,7,8,4,3,7,4,0,1978
"19738",37313,6755,"PL",2,27,213,9,60,5,300,3,3,7,2,2,4,5,4,1989
"19739",37314,6759,"PL",1,31,323,12,30,5,180,2,5,9,2,2,7,9,3,1986
"19740",37317,6770,"PL",2,27,229,12,30,4,60,10,7,8,9,9,7,8,3,1989
"19741",37318,6776,"PL",2,57,321,13,60,5,60,0,0,5,0,0,0,0,0,1959
"19742",37319,6777,"PL",2,51,323,17,120,5,180,0,4,6,0,4,8,8,5,1965
"19743",37321,6785,"PL",1,19,213,13,0,5,300,2,7,7,3,2,1,5,7,1997
"19744",37322,6786,"PL",2,42,620,15,90,5,180,6,5,7,4,4,6,6,7,1974
"19745",37323,6788,"PL",1,55,720,18,15,5,45,5,7,7,4,5,7,7,5,1961
"19746",37333,6834,"PL",2,31,610,15,60,5,60,5,10,10,5,5,5,5,10,1986
"19747",37334,6843,"PL",2,43,610,17,60,5,120,0,2,2,1,1,2,3,0,1973
"19748",37335,6846,"PL",1,60,229,13,60,4,90,2,0,1,0,0,0,3,5,1956
"19749",37338,6859,"PL",2,42,720,17,60,4,60,1,3,9,4,4,7,7,5,1974
"19750",37341,6871,"PL",2,53,229,11,60,4,30,5,3,5,5,4,6,6,8,1964
"19751",37342,6879,"PL",1,40,229,11,15,5,60,5,7,8,5,5,5,5,5,1976
"19752",37343,6888,"PL",2,32,710,17,300,5,60,2,3,3,2,2,5,5,6,1985
"19753",37345,6897,"PL",1,34,800,23,0,5,510,0,0,3,0,0,0,5,3,1983
"19754",37350,6937,"PL",1,23,620,16,120,5,120,4,6,8,5,3,5,7,9,1993
"19755",37351,6940,"PL",1,23,323,16,60,5,120,0,0,2,1,2,0,0,10,1993
"19756",37354,6953,"PL",2,40,720,17,60,5,60,5,5,7,3,2,0,1,9,1976
"19757",37355,6956,"PL",1,39,229,11,60,5,60,1,2,1,0,0,4,5,10,1977
"19758",37360,6971,"PL",2,19,313,12,180,5,720,6,7,8,3,4,5,6,6,1997
"19759",37361,6972,"PL",2,23,323,13,0,5,120,1,5,5,1,1,3,3,4,1993
"19760",37362,6976,"PL",2,20,313,13,30,5,600,4,3,4,2,2,2,3,8,1996
"19761",37364,6978,"PL",2,32,710,17,60,4,240,2,1,5,0,0,4,9,7,1984
"19762",37372,7027,"PL",1,28,710,17,0,5,360,5,4,0,1,1,3,5,3,1988
"19763",37374,7032,"PL",1,33,323,14,60,5,60,4,3,6,1,1,1,1,8,1983
"19764",37377,7045,"PL",2,39,421,14,150,5,480,2,2,8,5,5,1,3,0,1977
"19765",37382,7073,"PL",1,61,129,4,180,5,240,0,0,0,0,0,3,3,6,1955
"19766",37384,7083,"PL",1,58,213,8,360,4,60,5,7,10,5,4,6,4,7,1958
"19767",37385,7087,"PL",2,60,421,15,30,5,120,1,3,4,0,0,4,5,5,1956
"19768",37390,7098,"PL",1,36,720,17,30,5,480,5,7,9,3,3,6,5,8,1980
"19769",37397,7144,"PL",2,45,610,15,90,5,60,2,5,5,2,2,5,5,5,1972
"19770",37398,7154,"PL",1,60,313,15,150,5,180,0,4,6,0,0,3,5,3,1956
"19771",37409,7189,"PL",1,22,313,12,30,5,90,4,6,9,5,4,5,5,6,1995
"19772",37417,7225,"PL",2,44,710,17,15,5,60,3,4,3,3,3,4,5,6,1972
"19773",37418,7228,"PL",2,44,710,17,15,5,540,4,4,8,5,5,8,8,5,1972
"19774",37422,7236,"PL",2,59,323,14,30,4,40,5,5,5,2,2,4,5,8,1958
"19775",37424,7254,"PL",1,63,720,22,60,5,240,3,4,5,3,3,6,8,5,1953
"19776",37426,7259,"PL",2,24,620,16,60,5,360,3,3,4,2,2,4,4,5,1993
"19777",37428,7275,"PL",2,31,313,12,110,5,90,2,2,2,2,2,3,3,3,1985
"19778",37430,7279,"PL",1,49,323,13,30,5,180,0,3,5,0,2,7,8,3,1967
"19779",37431,7292,"PL",1,31,213,8,60,4,120,3,4,5,1,1,3,4,10,1985
"19780",37432,7300,"PL",2,69,229,10,10,5,30,3,6,7,0,0,6,6,4,1947
"19781",37434,7316,"PL",1,69,323,12,240,5,210,1,0,5,0,2,0,4,2,1947
"19782",37438,7333,"PL",1,59,229,11,120,5,30,5,5,9,3,5,0,5,9,1957
"19783",37439,7338,"PL",1,37,720,19,90,5,90,3,5,6,1,1,4,5,5,1979
"19784",37441,7342,"PL",1,36,321,13,15,5,60,6,6,8,4,4,2,6,7,1980
"19785",37442,7345,"PL",2,25,620,16,120,5,180,3,3,5,3,3,6,6,4,1991
"19786",37448,7372,"PL",1,19,213,12,120,5,180,2,2,5,2,2,1,3,6,1997
"19787",37451,7380,"PL",1,29,720,17,60,5,240,3,4,6,2,2,4,5,6,1987
"19788",37455,7403,"PL",2,55,229,12,20,5,30,5,5,9,2,2,3,3,9,1961
"19789",37457,7418,"PL",1,27,321,12,30,5,180,10,7,8,9,8,7,8,6,1989
"19790",37459,7431,"PL",2,29,710,17,15,5,120,0,1,4,0,0,1,1,5,1987
"19791",37462,7441,"PL",1,70,800,17,120,4,60,4,6,6,4,2,4,6,5,1946
"19792",37463,7442,"PL",2,39,421,15,15,5,60,0,0,1,0,0,2,2,9,1977
"19793",37467,7455,"PL",1,32,229,12,120,5,150,0,0,0,0,0,0,0,5,1984
"19794",37469,7459,"PL",2,38,720,19,180,5,90,5,5,8,4,3,7,7,5,1978
"19795",37471,7465,"PL",2,63,229,11,30,5,180,2,5,4,0,0,6,6,8,1953
"19796",37472,7467,"PL",2,56,323,12,60,5,180,7,7,8,5,5,8,8,5,1960
"19797",37475,7482,"PL",2,24,720,17,15,5,240,5,7,7,5,5,7,9,5,1992
"19798",37476,7486,"PL",1,34,321,13,60,5,30,3,5,5,2,2,6,6,5,1982
"19799",37477,7489,"PL",2,41,720,19,90,5,180,0,5,6,1,1,7,7,4,1975
"19800",37479,7492,"PL",1,42,720,17,45,5,40,1,3,3,1,0,1,4,4,1975
"19801",37489,7544,"PL",2,40,720,17,90,5,120,1,5,5,0,0,1,4,7,1976
"19802",37494,7561,"PL",2,33,720,16,0,5,180,2,1,3,2,1,5,5,4,1983
"19803",37497,7566,"PL",2,23,610,15,0,5,120,4,7,2,2,4,6,5,5,1994
"19804",37499,7570,"PL",2,29,321,14,240,4,40,4,3,5,2,3,5,5,9,1988
"19805",37506,7600,"PL",1,22,323,14,60,5,180,5,6,7,3,3,5,5,5,1994
"19806",37507,7623,"PL",2,58,323,14,240,5,300,10,10,5,8,8,0,10,10,1959
"19807",37509,7626,"PL",1,61,323,14,60,5,90,6,3,8,5,4,4,8,6,1955
"19808",37510,7627,"PL",2,62,720,22,120,5,300,0,5,9,2,5,8,8,0,1954
"19809",37511,7628,"PL",2,40,710,21,120,5,300,0,6,5,0,0,4,7,7,1976
"19810",37522,7670,"PL",1,49,620,18,15,5,60,5,6,8,3,3,3,5,7,1967
"19811",37523,7677,"PL",1,47,229,11,60,5,60,7,4,7,6,5,5,7,5,1969
"19812",37526,7691,"PL",2,53,323,15,120,5,180,0,0,9,0,0,0,9,1,1963
"19813",37529,7701,"PL",1,52,229,13,60,5,60,7,5,4,5,4,7,6,6,1965
"19814",37533,7716,"PL",1,35,610,16,150,5,720,8,7,9,5,5,4,7,5,1981
"19815",37535,7718,"PL",2,48,229,11,90,5,120,5,6,7,3,3,5,6,8,1969
"19816",37537,7722,"PL",1,37,313,15,15,5,30,0,3,7,0,0,0,5,5,1979
"19817",37538,7726,"PL",1,37,720,17,60,5,180,2,2,4,2,2,2,3,4,1979
"19818",37546,7775,"PL",1,27,313,15,20,5,600,2,2,5,2,0,0,0,8,1990
"19819",37548,7778,"PL",2,25,313,12,30,5,60,6,8,9,3,5,6,8,5,1992
"19820",37554,7804,"PL",1,26,323,16,60,5,180,5,4,7,2,2,6,7,2,1990
"19821",37558,7831,"PL",1,24,620,14,60,5,300,2,5,3,2,2,4,5,5,1993
"19822",37562,7854,"PL",2,48,229,11,30,4,60,0,0,7,0,0,5,5,5,1968
"19823",37563,7855,"PL",1,41,229,11,90,5,150,3,3,5,1,1,2,2,1,1975
"19824",37564,7862,"PL",2,37,720,17,60,5,90,0,2,3,0,3,0,1,4,1980
"19825",37566,7867,"PL",2,24,710,17,0,5,180,4,4,2,3,1,1,4,8,1992
"19826",37568,7875,"PL",2,45,229,11,60,5,150,0,0,2,0,0,3,3,10,1971
"19827",37570,7882,"PL",2,30,720,17,0,5,600,3,5,6,2,2,3,4,2,1986
"19828",37574,7909,"PL",1,48,720,17,60,5,180,1,1,5,0,0,3,3,5,1969
"19829",37575,7915,"PL",2,38,720,17,40,4,90,1,1,2,2,2,3,4,2,1978
"19830",37576,7925,"PL",2,41,720,18,30,5,90,3,4,5,3,4,5,5,4,1976
"19831",37581,7942,"PL",2,23,620,15,20,5,120,4,5,8,2,2,5,7,5,1994
"19832",37590,7964,"PL",1,27,323,12,30,5,300,5,8,7,2,2,2,2,8,1989
"19833",37591,7967,"PL",1,29,720,17,600,5,660,0,2,2,0,0,0,3,3,1987
"19834",37597,7998,"PL",2,22,620,15,90,5,315,4,3,6,1,1,3,4,5,1994
"19835",37602,8020,"PL",1,43,720,17,60,5,60,3,3,8,3,3,7,7,6,1973
"19836",37607,8036,"PL",2,56,720,16,30,5,120,0,1,4,0,0,2,5,8,1960
"19837",37608,8038,"PL",2,29,720,18,10,5,360,3,6,6,2,2,7,7,4,1987
"19838",37611,8061,"PL",1,67,323,13,30,4,30,0,8,8,5,5,6,9,6,1950
"19839",37613,8086,"PL",1,28,710,17,20,5,90,4,4,4,4,3,3,3,6,1988
"19840",37614,8093,"PL",2,40,323,12,30,5,60,5,7,8,2,2,5,7,4,1976
"19841",37616,8097,"PL",1,43,323,13,120,5,180,1,8,10,0,0,6,7,4,1973
"19842",37620,8107,"PL",2,29,720,15,60,5,90,7,6,7,6,6,5,7,7,1988
"19843",37625,8119,"PL",1,30,323,13,60,5,60,0,5,5,0,0,5,5,6,1987
"19844",37627,8122,"PL",1,49,720,17,60,5,120,5,5,6,1,1,1,4,9,1967
"19845",37629,8127,"PL",1,53,229,12,15,5,100,4,2,2,3,2,4,5,10,1963
"19846",37634,8139,"PL",1,30,610,15,60,5,180,1,2,4,0,0,2,2,6,1986
"19847",37635,8144,"PL",2,53,229,11,180,5,60,3,4,4,3,3,4,4,5,1964
"19848",37637,8149,"PL",1,28,720,17,30,5,180,9,9,8,7,9,1,5,10,1988
"19849",37647,8215,"PL",1,44,620,17,15,5,120,3,2,5,1,1,2,6,10,1972
"19850",37648,8216,"PL",2,67,720,16,120,5,120,5,8,9,5,4,8,9,4,1949
"19851",37649,8218,"PL",2,30,229,12,30,5,90,4,7,8,3,3,4,6,5,1986
"19852",37651,8230,"PL",1,38,323,14,60,5,180,8,8,8,6,6,1,1,10,1978
"19853",37655,8248,"PL",2,56,720,18,150,4,180,1,2,6,1,2,6,4,5,1961
"19854",37657,8253,"PL",2,58,720,18,90,5,120,5,7,9,3,3,3,6,10,1959
"19855",37661,8269,"PL",1,36,720,19,30,5,60,0,1,1,5,5,0,5,5,1980
"19856",37663,8276,"PL",1,24,321,13,5,5,960,1,2,4,0,1,1,6,5,1992
"19857",37664,8285,"PL",2,67,321,12,60,5,50,9,9,9,9,9,9,9,5,1949
"19858",37668,8293,"PL",2,36,710,17,20,4,60,0,0,6,0,0,3,3,8,1980
"19859",37669,8305,"PL",2,33,323,13,40,4,150,3,5,8,3,3,3,4,5,1983
"19860",37671,8321,"PL",1,29,323,15,15,5,480,1,1,2,2,2,4,4,6,1987
"19861",37672,8324,"PL",2,62,421,14,30,5,240,2,2,1,2,2,4,3,5,1955
"19862",37675,8341,"PL",1,32,313,17,60,4,60,2,10,7,2,2,0,1,10,1984
"19863",37679,8352,"PL",2,53,720,21,20,5,30,0,5,8,0,0,5,5,5,1963
"19864",37686,8369,"PL",2,23,620,15,120,5,240,5,6,9,3,3,1,2,10,1993
"19865",37688,8387,"PL",1,32,213,8,60,5,300,5,0,0,0,0,0,5,7,1985
"19866",37690,8397,"PL",1,28,321,15,30,5,60,2,2,3,1,0,0,1,5,1989
"19867",37691,8399,"PL",1,40,229,11,120,5,60,0,0,0,0,0,5,7,5,1976
"19868",37692,8403,"PL",1,60,323,13,0,5,360,3,4,5,2,1,5,7,8,1957
"19869",37693,8406,"PL",2,54,620,14,30,5,90,7,7,7,4,2,4,3,10,1962
"19870",37696,8414,"PL",1,45,321,11,30,5,120,1,1,3,0,0,4,4,5,1971
"19871",37697,8426,"PL",1,28,321,12,60,4,150,4,4,5,4,3,6,7,6,1988
"19872",37698,8429,"PL",2,51,313,12,110,5,180,4,5,6,3,3,6,7,6,1966
"19873",37701,8436,"PL",1,68,720,17,30,5,300,0,0,5,0,0,4,4,6,1948
"19874",37706,8495,"PL",2,36,323,14,60,5,30,6,5,7,5,5,5,5,5,1981
"19875",37708,8504,"PL",1,36,421,13,30,5,180,4,4,5,2,2,4,5,5,1980
"19876",37709,8506,"PL",1,34,720,17,60,5,90,1,2,2,0,0,0,5,5,1982
"19877",37712,8522,"PL",2,19,313,12,120,5,360,4,5,9,4,4,6,9,5,1997
"19878",37715,8531,"PL",1,31,620,17,30,5,480,3,5,7,2,4,7,9,6,1985
"19879",37717,8533,"PL",2,49,720,17,60,5,240,0,1,3,0,1,4,6,3,1967
"19880",37719,8542,"PL",2,27,323,13,30,5,60,2,3,5,2,2,2,3,4,1989
"19881",37720,8551,"PL",1,64,321,13,180,5,120,10,7,9,0,0,10,10,6,1952
"19882",37723,8556,"PL",1,35,321,11,30,5,90,7,5,7,3,2,1,2,5,1981
"19883",37724,8558,"PL",2,28,610,15,120,5,180,3,5,7,2,3,6,7,6,1988
"19884",37726,8569,"PL",2,55,323,13,20,5,120,0,5,8,0,0,8,8,2,1961
"19885",37729,8592,"PL",2,21,313,14,30,5,60,0,5,7,0,0,1,3,5,1995
"19886",37733,8606,"PL",1,36,323,14,2,5,480,0,5,8,2,2,3,5,5,1980
